Supplier,Total_Invoice_Amount,Total_Invoice_Count,Year,Client
MBF Inspection Services Inc.,4829175.83,1233,2017,equinor
MBF Inspection Services Inc.,3737276.89,549,2018,equinor
"Mbi Energy Logistics, LLC",13516300.79,6324,2015,equinor
"Mbi Energy Logistics, LLC",3674225.35,1178,2016,equinor
"Mbi Energy Logistics, LLC",419699.69,285,2017,equinor
"Mbi Energy Logistics, LLC",171271.52,147,2018,equinor
Mbi Energy Rentals Inc,251803.92,125,2015,equinor
Mbi Energy Rentals Inc,118777.96,25,2016,equinor
Mbi Energy Rentals Inc,6174,11,2017,equinor
Mbi Energy Rentals Inc,6468,10,2018,equinor
"MC2 Oilfiled Services, LLC",75298.33,7,2016,equinor
"MC2 Oilfiled Services, LLC",75643.14,15,2017,equinor
"MC2 Oilfiled Services, LLC",162828.14,34,2018,equinor
"McClure Geomechanics, LLC",45000,1,2018,equinor
Mccody Concrete Products Inc,313787.87,142,2015,equinor
Mccody Concrete Products Inc,48312.6,29,2016,equinor
Mccody Concrete Products Inc,41441.77,68,2017,equinor
Mccody Concrete Products Inc,16565.96,24,2018,equinor
McCoy Workplace Solutions,1724399.2,34,2015,equinor
McCoy Workplace Solutions,1577528.57,9,2016,equinor
McCoy Workplace Solutions,17111.48,2,2017,equinor
McCoy Workplace Solutions,21980.35,4,2018,equinor
"McCutcheon Enterprises, Inc. (MEI)",1815549.39,54,2015,equinor
"McCutcheon Enterprises, Inc. (MEI)",987.63,1,2016,equinor
MCDEE Enterprises. Inc,8058.94,4,2015,equinor
"McElroy, Sullivan, Miller & Weber,",17217.14,10,2015,equinor
"McElroy, Sullivan, Miller & Weber,",21537.7,9,2016,equinor
"McElroy, Sullivan, Miller & Weber,",97089.83,20,2017,equinor
"McElroy, Sullivan, Miller & Weber,",16720.5,8,2018,equinor
"McGinnis, Lochridge, & Kilgore, LLP",778373.53,17,2015,equinor
"McGinnis, Lochridge, & Kilgore, LLP",1023179.13,19,2016,equinor
"McGinnis, Lochridge, & Kilgore, LLP",867534.28,17,2017,equinor
"McGinnis, Lochridge, & Kilgore, LLP",291327.55,9,2018,equinor
McGraw Equipment,36459.69,1,2015,equinor
Mckenzie Electric Cooperative Inc,7284524.63,39,2015,equinor
Mckenzie Electric Cooperative Inc,3958795.21,30,2016,equinor
Mckenzie Electric Cooperative Inc,2367366.45,24,2017,equinor
Mckenzie Electric Cooperative Inc,3481550.94,44,2018,equinor
"McKinney Drilling Company, LLC",1237072.04,2,2018,equinor
"MCM OIL TOOLS, INC",64501.49,2,2017,equinor
"MCM OIL TOOLS, INC",37849.17,4,2018,equinor
"Meagher Energy Advisors, Inc.",50000,1,2015,equinor
"Meagher Energy Advisors, Inc.",214700.86,1,2016,equinor
"MEC Construction, LLC",462140.34,9,2015,equinor
Mecco Inc,2569.72,4,2015,equinor
Mecco Inc,2569.72,4,2016,equinor
Mecco Inc,2569.72,4,2017,equinor
Mecco Inc,3121.8,5,2018,equinor
Mechanical Engineering Limited,126871.5,3,2015,equinor
Mechanical Engineering Limited,582375.65,12,2016,equinor
Mechanical Engineering Limited,30161.36,2,2017,equinor
Mediabrands International Limited,84800,2,2017,equinor
"Medina Electric Cooperative, Inc.",3718.68,6,2016,equinor
"Medina Electric Cooperative, Inc.",6238.11,11,2017,equinor
"Medina Electric Cooperative, Inc.",6086.65,13,2018,equinor
Meiers Oil And Towing Inc,491026.44,255,2015,equinor
Meiers Oil And Towing Inc,219948.35,269,2016,equinor
Meiers Oil And Towing Inc,70700.66,114,2017,equinor
Meiers Oil And Towing Inc,68155.36,119,2018,equinor
MEP-R & H Inc,9641.59,15,2015,equinor
"Mercer (US), Inc.",669.5,1,2015,equinor
"Mercer (US), Inc.",3307.5,3,2016,equinor
Mercer Human Resource Consulting,30557,3,2016,equinor
Mercer Human Resource Consulting,67993,5,2017,equinor
Mercer Human Resource Consulting,33618,5,2018,equinor
Mercer US Inc.,747445.25,41,2015,equinor
Mercer US Inc.,90026,13,2016,equinor
Mercer US Inc.,12625,1,2017,equinor
Mercer US Inc.,201203,8,2018,equinor
Mercer Valve Co. Inc.,89669.97,276,2016,equinor
Mercer Valve Co. Inc.,508410.34,511,2017,equinor
Mercer Valve Co. Inc.,286722.9,204,2018,equinor
M-erg,3242.04,1,2016,equinor
M-erg,8737.94,4,2017,equinor
M-erg,1174.51,4,2018,equinor
"Meridian Flying Services, Inc.",64995,13,2015,equinor
"Meridian Flying Services, Inc.",15665,3,2016,equinor
"Meridian Flying Services, Inc.",47890,14,2017,equinor
"Meridian Flying Services, Inc.",81765,23,2018,equinor
"Merla Wellhead Solutions, LLC",5611.35,1,2015,equinor
"Merrick Systems, INC",242063.24,8,2015,equinor
Merritt Staffing,32865.74,29,2015,equinor
Messner Reeves LLP,1368.87,1,2015,equinor
M-I LLC,69934300.35,717,2015,equinor
M-I LLC,710222.53,205,2016,equinor
M-I LLC,131121.63,60,2017,equinor
M-I LLC,965623.92,73,2018,equinor
Michael A. Dwyer,301238.3,4,2015,equinor
Michael Goulet Inc,25600,1,2016,equinor
Michael J. York,135,1,2018,equinor
Michael Murphy,2414.83,8,2015,equinor
"Michmer Contracting, Inc.",49394.46,14,2015,equinor
Micro Motion Inc,376791.81,7,2015,equinor
Micro Motion Inc,230875.32,51,2016,equinor
Micro Motion Inc,225324.04,31,2017,equinor
Micro Motion Inc,309484.83,29,2018,equinor
"Microbac Laboratories, Inc.",1020,4,2015,equinor
"Microbac Laboratories, Inc.",2170.5,5,2016,equinor
"MicroSeismic, Inc.",1103044.99,9,2016,equinor
"MicroSeismic, Inc.",3370398.73,22,2017,equinor
"MicroSeismic, Inc.",1059351.55,8,2018,equinor
Micro-Strat Inc.,14900,1,2015,equinor
"Mid-Atlantic Energy Services, LLC",441004.94,20,2017,equinor
"Mid-Coast Electric Supply, Inc.",18420.39,19,2016,equinor
"Mid-Coast Electric Supply, Inc.",56079.81,25,2017,equinor
"Mid-Coast Electric Supply, Inc.",7238.3,19,2018,equinor
"Mid-Coast Valve & Equipment, Inc",200353.61,196,2018,equinor
Midland Paper Company Inc.,41418.98,35,2016,equinor
Midland Paper Company Inc.,73757.84,32,2017,equinor
Midland Paper Company Inc.,39143.89,19,2018,equinor
MID-WEST ELECTRIC CO INC.,1282.23,4,2016,equinor
MID-WEST ELECTRIC CO INC.,2912.38,6,2017,equinor
MID-WEST ELECTRIC CO INC.,27966.79,7,2018,equinor
Mike Palmer Petroleum Services Inc.,1549125.28,432,2015,equinor
Mike Palmer Petroleum Services Inc.,184264.87,95,2016,equinor
Mike Palmer Petroleum Services Inc.,312220.98,214,2017,equinor
Mike Palmer Petroleum Services Inc.,182439.75,102,2018,equinor
Milestone Environmental Services LL,331844.1,46,2015,equinor
Milestone Environmental Services LL,463031.05,67,2016,equinor
Milestone Environmental Services LL,179137.4,95,2017,equinor
Milestone Environmental Services LL,209883,81,2018,equinor
Milford Pipe & Supply,59766.57,6,2015,equinor
Millennium Environmental,308638.95,56,2015,equinor
Miller Environmental Services,42716.8,26,2015,equinor
Miller Environmental Services,36699.78,38,2016,equinor
Miller Environmental Services,33345.32,48,2017,equinor
Miller Environmental Services,55922.94,42,2018,equinor
"Miller Insulation Company, Inc.",1250922.86,195,2015,equinor
"Miller Insulation Company, Inc.",258474.17,83,2016,equinor
"Miller Insulation Company, Inc.",263139.46,74,2017,equinor
"Miller Insulation Company, Inc.",634148.22,53,2018,equinor
"Miller Law Offices, PLLC",1388975,217,2015,equinor
"Miller Law Offices, PLLC",845060,122,2016,equinor
"Miller Law Offices, PLLC",640,1,2017,equinor
Miller Oil Co Inc,100179.81,101,2015,equinor
"Millquip, LLC",70968,1,2017,equinor
"Miss Utility of West Virginia, Inc.",830.5,13,2015,equinor
"Miss Utility of West Virginia, Inc.",263.2,13,2016,equinor
Missouri Basin Well Service Inc.,402891.42,322,2016,equinor
Missouri Basin Well Service Inc.,1035636.78,1325,2017,equinor
Missouri Basin Well Service Inc.,554050.45,711,2018,equinor
"Mistras Group, Inc.",121973.97,72,2016,equinor
"Mistras Group, Inc.",800978.58,204,2017,equinor
"Mistras Group, Inc.",701100.61,150,2018,equinor
ML Strategies,181449.44,9,2018,equinor
Mlb Consulting LLC,22727416.38,7261,2015,equinor
Mlb Consulting LLC,14795591.16,1153,2016,equinor
Mlb Consulting LLC,19102409.57,1516,2017,equinor
Mlb Consulting LLC,19882141.87,1526,2018,equinor
"MMR Constructors, Inc.",1408273.85,26,2015,equinor
"MMR Constructors, Inc.",4015059.72,86,2016,equinor
"MMR Constructors, Inc.",5270916.18,315,2017,equinor
"MMR Constructors, Inc.",1497350.86,199,2018,equinor
Modern Machine Works Inc,2280.34,1,2015,equinor
Mohawk Energy Ltd.,85849.27,1,2016,equinor
Mohawk Energy Ltd.,211072.46,2,2018,equinor
"Momentum Pressure Control, LLC dba",1994205.07,48,2016,equinor
"Momentum Pressure Control, LLC dba",1985685.64,53,2017,equinor
"Momentum Pressure Control, LLC dba",6396709.97,167,2018,equinor
Mondak Portables LLC,168872.64,241,2015,equinor
Mondak Portables LLC,116190.28,198,2016,equinor
Mondak Portables LLC,125663.12,206,2017,equinor
Mondak Portables LLC,56067.48,151,2018,equinor
Mon-Dak Water And Septic Service,22368.39,33,2015,equinor
Mon-Dak Water And Septic Service,18699.31,68,2016,equinor
Mon-Dak Water And Septic Service,30596.49,127,2017,equinor
Mon-Dak Water And Septic Service,23539.58,112,2018,equinor
"Monoprice, Inc.",65.56,4,2016,equinor
"Monoprice, Inc.",9.15,1,2017,equinor
Monpower,2773.87,4,2015,equinor
Monpower,121.39,3,2016,equinor
Monpower,1543.58,11,2017,equinor
Montana Dakota Utilities Company,26475.24,4,2016,equinor
Montana Dakota Utilities Company,147794.29,23,2017,equinor
Montana Dakota Utilities Company,159453.83,24,2018,equinor
MONTGOMERY BARNETT LLP,7763.25,1,2015,equinor
"Moody & Associates, Inc.",585981.35,84,2015,equinor
"Moody & Associates, Inc.",217787.41,27,2016,equinor
"Moody & Associates, Inc.",93009.47,46,2017,equinor
"Moody & Associates, Inc.",3404.38,10,2018,equinor
"Morgan Lewis & Bockius, LLP",622340.41,6,2015,equinor
"Morgan Lewis & Bockius, LLP",464745.03,71,2016,equinor
"Morgan Lewis & Bockius, LLP",694054.31,32,2017,equinor
"Morgan Lewis & Bockius, LLP",360114.84,33,2018,equinor
"Morrow & Erhard Co., L.P.A.",98866.27,38,2015,equinor
"Morrow & Erhard Co., L.P.A.",3238.84,1,2016,equinor
"Morse Communications, Inc.",519.6,1,2016,equinor
"Motive Drilling Technologies, Inc",51937,2,2017,equinor
"Motive Drilling Technologies, Inc",30162.5,3,2018,equinor
Mott MacDonald NY Inc.,847167.93,12,2018,equinor
Mountain West Contracting,936021.06,13,2015,equinor
Mountain West Contracting,82849.76,6,2016,equinor
Mountrail-Williams Electric,10163055.34,74,2015,equinor
Mountrail-Williams Electric,11287595.46,53,2016,equinor
Mountrail-Williams Electric,11006159.69,68,2017,equinor
Mountrail-Williams Electric,12301948.47,98,2018,equinor
Mo-Vac Service Co of Alice,712.5,1,2015,equinor
Move Solutions-Austin Ltd,15345.14,18,2015,equinor
Move Solutions-Austin Ltd,116836.7,22,2016,equinor
Move Solutions-Austin Ltd,58829.07,27,2017,equinor
Move Solutions-Austin Ltd,68015.03,23,2018,equinor
"Moxie Media, Inc.",38839.22,1,2015,equinor
"Moxie Media, Inc.",19419.6,5,2016,equinor
"Moxie Media, Inc.",38839.2,12,2017,equinor
"Moxie Media, Inc.",52379.14,15,2018,equinor
"MPH INDUSTRIES, INC",2887.45,1,2017,equinor
"MPS Group, Inc",418026,45,2018,equinor
MRC Global (US) Inc.,9787907.8,1468,2015,equinor
MRC Global (US) Inc.,3080960.6,702,2016,equinor
MRC Global (US) Inc.,3342540.81,730,2017,equinor
MRC Global (US) Inc.,2644408.59,251,2018,equinor
"MS Directional, LLC",1032283.96,80,2015,equinor
"MS Directional, LLC",66987.68,12,2016,equinor
"MS Directional, LLC",4155360.61,56,2017,equinor
"MS Directional, LLC",2417273.57,18,2018,equinor
Msdsonline Inc,7325,5,2018,equinor
MSES Consultants,15752,2,2015,equinor
MSES Consultants,2868.36,1,2017,equinor
MSR Customs Corporation,9900,1,2016,equinor
MSR Customs Corporation,9900,1,2017,equinor
MSR Customs Corporation,9900,1,2018,equinor
Multi-Chem Group LLC,721143.44,615,2015,equinor
Multi-Chem Group LLC,1448743.78,1190,2016,equinor
Multi-Chem Group LLC,1316495.56,746,2017,equinor
Multi-Chem Group LLC,3018858.02,113,2018,equinor
Mustang Aerial Services Inc.,71444.78,16,2015,equinor
Mustang Aerial Services Inc.,38085.21,15,2016,equinor
Mustang Aerial Services Inc.,35247.9,17,2017,equinor
Mustang Aerial Services Inc.,40201.92,13,2018,equinor
Myers Water Transfer LLC,751919.67,33,2016,equinor
Myers Water Transfer LLC,3139743.87,96,2017,equinor
Myers Water Transfer LLC,69069,1,2018,equinor
Myriad Global Media Ltd,4500,2,2015,equinor
Myriad Global Media Ltd,40000,2,2018,equinor
"N. Darlene Walker & Associates, LP",19500,8,2015,equinor
"N. Darlene Walker & Associates, LP",18000,7,2016,equinor
"N. Darlene Walker & Associates, LP",17500,7,2017,equinor
"N. Darlene Walker & Associates, LP",18000,7,2018,equinor
"Nabors Drilling Technologies USA, I",35500531.65,315,2015,equinor
"Nabors Drilling Technologies USA, I",21138334.63,138,2016,equinor
"Nabors Drilling Technologies USA, I",14861147.53,117,2017,equinor
"Nabors Drilling Technologies USA, I",25557585.04,179,2018,equinor
Nalco Company LLC,2790082.12,938,2015,equinor
Nalco Company LLC,3508352.97,1622,2016,equinor
Nalco Company LLC,6214965.19,1413,2017,equinor
Nalco Company LLC,12998082.88,3262,2018,equinor
Nalco-FabTech LLC,21578.38,20,2015,equinor
Nalco-FabTech LLC,2022570.6,47,2016,equinor
Nalco-FabTech LLC,2348340.46,33,2017,equinor
Nalco-FabTech LLC,1561874.41,23,2018,equinor
"Nanonation, Inc",41215.25,5,2017,equinor
"Nanonation, Inc",7462,1,2018,equinor
National Aeronautics and Space Admi,1421246,1,2015,equinor
National Aeronautics and Space Admi,950000,2,2016,equinor
National Aeronautics and Space Admi,15728.5,1,2017,equinor
National Aeronautics and Space Admi,-15728.5,1,2018,equinor
"National Oilwell Dht, Lp",1788618.23,179,2015,equinor
"National Oilwell Dht, Lp",969067.08,85,2016,equinor
"National Oilwell Dht, Lp",2736304.2,155,2017,equinor
"National Oilwell DHT, LP",141623.86,27,2017,equinor
"National Oilwell Dht, Lp",2542216.25,219,2018,equinor
"National Oilwell DHT, LP",37575.08,9,2018,equinor
National Oilwell Varco Lp,4104739.52,227,2015,equinor
National Oilwell Varco Lp,2194485.14,141,2016,equinor
National Oilwell Varco Lp,8360177.06,222,2017,equinor
National Oilwell Varco Lp,5881644.22,213,2018,equinor
National Oilwell Varco LP (dba),27388.43,24,2015,equinor
National Oilwell Varco LP (dba),13284.12,15,2016,equinor
National Oilwell Varco LP (dba),2649.35,5,2017,equinor
National Oilwell Varco UK LTD (Down,32801.44,1,2015,equinor
"National Oilwell Varco, LP",1051038,5,2015,equinor
"National Oilwell Varco, LP",161177.8,2,2016,equinor
"National Oilwell Varco, LP",104084.46,3,2018,equinor
"National Petrographic Service, Inc.",1710.77,1,2015,equinor
National Petroleum Council,57119,1,2015,equinor
National Petroleum Council,48551,1,2016,equinor
National Petroleum Council,50733,1,2017,equinor
National Petroleum Council,57322,1,2018,equinor
"National Signs, LLC",133520.96,7,2016,equinor
"National Signs, LLC",20777.51,2,2018,equinor
National Union Fire Insurance Compa,34106,1,2015,equinor
National Union Fire Insurance Compa,34106,1,2016,equinor
National Union Fire Insurance Compa,34106,1,2017,equinor
National Union Fire Insurance Compa,30926,1,2018,equinor
Native Energy Solutions LLC,17637562.96,1676,2015,equinor
Native Energy Solutions LLC,11035811.8,2084,2016,equinor
Native Energy Solutions LLC,9222984.96,1506,2017,equinor
Native Energy Solutions LLC,4734185.9,585,2018,equinor
Natural Gas Supply Association,50000,1,2017,equinor
"Nautical Solutions,L.L.C.",3411852.37,21,2015,equinor
"Nautical Solutions,L.L.C.",2249454.51,9,2016,equinor
"Nautical Solutions,L.L.C.",897310.5,7,2018,equinor
"NAVEX Global, Inc.",12660.21,1,2016,equinor
"NAVEX Global, Inc.",13693.28,1,2018,equinor
Nce Computer Group,4676.4,2,2017,equinor
NCS Multistage LLC,1517851.99,2,2017,equinor
NCS Multistage LLC,639975,6,2018,equinor
Neil's Pressure Washing and Paintin,219865,24,2015,equinor
Neil's Pressure Washing and Paintin,198790.28,26,2016,equinor
Neil's Pressure Washing and Paintin,343097.5,49,2017,equinor
Neil's Pressure Washing and Paintin,191930.97,14,2018,equinor
Nemont Telephone Cooperative,3629.64,6,2015,equinor
Nemont Telephone Cooperative,22089.05,12,2016,equinor
Nemont Telephone Cooperative,17795.17,11,2017,equinor
Nemont Telephone Cooperative,21148.35,13,2018,equinor
"NeoInsulation, LLC",490730.38,21,2015,equinor
"NeoInsulation, LLC",1142243.35,180,2016,equinor
"NeoInsulation, LLC",2074915.79,772,2017,equinor
"NeoInsulation, LLC",379020.62,17,2018,equinor
Neon Electric Corporation,172703.25,2,2015,equinor
Neon Electric Corporation,87084.38,3,2016,equinor
Neon Electric Corporation,388464.42,3,2018,equinor
Neopost Usa Inc,100014.4,2,2015,equinor
Neset Consulting Service Inc.,2194419.97,220,2015,equinor
Neset Consulting Service Inc.,678919.12,72,2016,equinor
Neset Consulting Service Inc.,763684.05,81,2017,equinor
Neset Consulting Service Inc.,363171.8,26,2018,equinor
Network Cabling Services,1869.75,1,2015,equinor
"Netwrk Access National, LLC",4535.8,4,2016,equinor
"Neuralog, Inc",5845.5,1,2017,equinor
"New Energy Transport, Inc.",18718.75,16,2015,equinor
"New Energy Transport, Inc.",20215.08,15,2016,equinor
New Mexico Pipe And Supply Corporat,179398.65,68,2015,equinor
New Pig Energy Corporation,115205.14,4,2018,equinor
Newalta Environmental Services Inc,6825149.82,81,2015,equinor
Newalta Environmental Services Inc,1140609.36,35,2016,equinor
Newalta Environmental Services Inc,36840,9,2017,equinor
Newkota Services and Rentals LLC,1569.76,4,2015,equinor
Newkota Services and Rentals LLC,101804.77,55,2016,equinor
Newkota Services and Rentals LLC,96189.86,90,2017,equinor
Newkota Services and Rentals LLC,419822.78,82,2018,equinor
Newman Outdoor Advertising,19440,1,2016,equinor
Newpark Drilling Fluid (Australia),13042.9,2,2015,equinor
Newpark Drilling Fluids LLC,3182223.84,30,2015,equinor
Newpark Drilling Fluids LLC,3569473.99,10,2016,equinor
Newpark Drilling Fluids LLC,658116.3,22,2017,equinor
Newpark Drilling Fluids LLC,241383.76,15,2018,equinor
Newpark Mats and Integrated Service,1235504.91,161,2018,equinor
"Nexans Norway AS,Oslo",40000,1,2015,equinor
Nexen Data Solutions Inc.,580925.72,129,2015,equinor
Nexen Data Solutions Inc.,187058.49,72,2016,equinor
Nexen Data Solutions Inc.,284014.38,121,2017,equinor
Nexen Data Solutions Inc.,249380.05,115,2018,equinor
"Nexen Petroleum U.S.A., Inc.",726882.63,2,2017,equinor
Nexus Security Solutions,20255.39,7,2017,equinor
"NGL Energy Partners, LP",361495.95,381,2018,equinor
"Nichols-Given Associates, Inc.",207832.11,2,2015,equinor
NIIT Limited,1500,1,2016,equinor
NIIT Limited,3500,1,2017,equinor
NIIT Limited,9250,1,2018,equinor
"Nitec, LLC",618408.81,4,2018,equinor
"Nitro Construction, LLC",378578.47,77,2015,equinor
"Nitro Construction, LLC",188163.4,57,2016,equinor
"Nitro Construction, LLC",437388.34,102,2017,equinor
"Nitro Construction, LLC",515342.33,122,2018,equinor
"Nitro Fluids, LLC",334002.89,107,2015,equinor
"Nitro Fluids, LLC",1296658.12,78,2017,equinor
"Nitro Fluids, LLC",1595869.93,72,2018,equinor
Noah Consulting LLC,185880,6,2015,equinor
"Noble Casing, Inc",399133.84,36,2015,equinor
"Noble Casing, Inc",72545.95,10,2016,equinor
"Noble Casing, Inc",487779.77,54,2017,equinor
"Noble Casing, Inc",674603,78,2018,equinor
Noble Drilling LLC,1674300.45,21,2016,equinor
Noble Drilling LLC,3891038.61,53,2017,equinor
Noble Drilling LLC,535783.46,7,2018,equinor
Nobu Florist of Stamford Inc.,1897.31,10,2015,equinor
Nobu Florist of Stamford Inc.,1520.76,11,2016,equinor
Nobu Florist of Stamford Inc.,1653.75,9,2017,equinor
Nobu Florist of Stamford Inc.,122.3,1,2018,equinor
Nodak Oilfield Services LLC,1880639,310,2015,equinor
Nodak Oilfield Services LLC,1946643.98,65,2017,equinor
Nodak Oilfield Services LLC,534279.42,19,2018,equinor
"Nolan Power Group,LLC",96026.97,12,2017,equinor
"Nolan Power Group,LLC",634281.19,39,2018,equinor
Nordea Bank Finland PLC,9200,3,2017,equinor
Nordea Bank Finland PLC,11820,4,2018,equinor
"Norris Training Systems, Inc.",11915.86,5,2015,equinor
"Norris Training Systems, Inc.",13868.98,2,2018,equinor
North American Training Solutions,4133.4,1,2015,equinor
North Dakota One Call Inc,9365.15,15,2017,equinor
North Dakota Workforce Safety & Ins,52154.54,2,2015,equinor
North Dakota Workforce Safety & Ins,14314.65,1,2017,equinor
North Dakota Workforce Safety & Ins,38814.48,1,2018,equinor
